kabupaten,tahun,A_Pertanian_KP,B_Pertambangan,C_Industri_Pengolahan,D_Pengadaan_LG,E_Pengadaan_Air_dll,F_Konstruksi,G_Perdagangan_Besar_dll,H_Transportasi,I_Penyediaan_AkMamin,J_Infokom,K_Jasa_Keuangan,L_Real_Estate,M_N_Jasa_Perusahaan,O_Administrasi_Pem,P_Jasa_Pendidikan,Q_Jasa_KesSos,R_S_T_U_Jasa_Lain,PDRB,ipm,miskin,pertumbuhan,gini,unemploy,pop_ribujiwa,pdrb_perkap,pct_formal,pend_miskin,Pertumbuhan_Inklusif,Kategori_Inklusif
Sidrap,2025,3030.07,473.08,1676.23,15.54,2.47,1522.63,1271.38,240.93,92.29,437.62,289.16,470.59,13.3,477.21,428.86,183.17,135.66,10760.17,75.49,4.91,7.71,0.33,3.36,333.5,65.15,35.37,15.2,0.7123,INKLUSIF
Sinjai,2010,1786.07,65.67,97.28,3.62,3.53,438.55,437.84,58.49,14.99,103.55,86.07,93.52,2.98,264.18,243.69,54.61,27.13,3781.77,61.31,10.68,5.89,0.39,3.81,228.88,16.47,19.72,24.5,0.4852,CUKUP INKLUSIF
Sinjai,2011,1884.53,71.73,106.3,4.06,3.94,480.22,475.27,63.84,16.03,116.51,103.36,101.5,3.1,277.58,272.0,60.06,28.98,4069.01,62.13,9.63,7.6,0.39,5.59,231.43,18.68,20.49,22.3,0.5202,CUKUP INKLUSIF
Sinjai,2012,1953.75,79.55,114.46,4.37,4.06,516.92,537.69,69.77,17.33,142.97,120.78,110.99,3.27,288.01,305.58,65.95,31.25,4366.71,62.74,9.29,7.32,0.39,2.84,233.2,21.13,21.25,21.7,0.5226,CUKUP INKLUSIF
Sinjai,2013,2070.29,87.39,123.87,5.15,4.47,568.95,589.95,74.06,18.47,173.27,134.28,117.06,3.41,298.45,331.79,72.94,32.88,4706.67,63.47,10.32,7.79,0.39,0.43,234.89,23.85,22.02,24.3,0.5377,CUKUP INKLUSIF
Sinjai,2014,2222.51,100.66,132.07,6.47,4.64,603.84,641.73,81.11,19.97,182.08,142.08,124.68,3.55,308.78,346.41,80.01,34.71,5035.3,63.83,9.56,6.98,0.38,0.9,236.5,27.42,22.78,22.6,0.5367,CUKUP INKLUSIF
Sinjai,2015,2393.76,111.49,140.62,6.36,4.67,646.21,691.45,85.2,21.11,196.77,153.59,132.45,3.7,331.39,373.1,86.44,37.06,5415.38,64.48,9.26,7.55,0.4,1.55,237.97,31.57,23.55,21.99,0.5379,CUKUP INKLUSIF
Sinjai,2016,2552.64,123.35,149.99,7.03,4.97,690.61,756.91,86.91,22.47,214.6,177.58,140.01,3.95,337.55,398.68,92.17,39.86,5799.31,65.36,9.41,7.09,0.43,1.55,239.51,34.61,24.31,22.51,0.5186,CUKUP INKLUSIF
Sinjai,2017,2724.07,138.9,161.38,7.44,5.33,736.32,829.0,93.08,24.49,232.21,180.77,149.7,4.3,353.93,434.29,99.9,43.56,6218.64,65.8,9.24,7.23,0.38,4.53,240.86,37.89,25.08,22.25,0.5621,CUKUP INKLUSIF
Sinjai,2018,2874.61,151.62,164.68,7.72,5.68,795.01,934.65,103.15,27.85,259.41,188.07,157.03,4.71,371.7,476.92,109.29,49.15,6681.25,66.24,9.28,7.44,0.37,2.14,242.13,41.88,24.27,22.48,0.5774,CUKUP INKLUSIF
Sinjai,2019,3004.24,158.61,184.2,8.25,6.09,812.04,1050.26,112.78,31.32,286.2,192.8,165.3,5.18,392.86,506.53,119.86,53.76,7090.28,67.05,9.14,6.12,0.35,2.17,243.32,45.05,27.76,22.27,0.5809,CUKUP INKLUSIF
Sinjai,2020,2965.28,173.94,177.37,8.72,6.54,905.91,1022.71,102.97,27.89,325.47,202.76,169.58,4.72,399.26,527.18,132.35,47.59,7200.23,67.6,9.0,1.55,0.37,2.65,259.48,43.74,27.4,22.06,0.5029,CUKUP INKLUSIF
Sinjai,2021,3163.88,178.13,185.96,9.11,7.14,899.3,1075.42,110.32,29.3,375.76,227.54,173.77,4.93,400.93,535.4,149.65,50.31,7576.83,67.75,8.84,5.23,0.38,2.61,261.69,46.99,28.33,21.69,0.5531,CUKUP INKLUSIF
Sinjai,2022,3351.96,166.96,202.83,9.3,7.04,890.2,1160.14,121.09,34.15,439.43,225.59,181.13,5.55,389.7,543.0,162.5,55.04,7945.62,68.33,8.8,4.87,0.36,1.8,264.62,51.13,29.02,21.67,0.5686,CUKUP INKLUSIF
Sinjai,2023,3526.96,180.58,209.22,9.72,7.79,949.39,1239.75,136.0,37.16,473.75,210.11,193.36,6.35,404.58,574.97,178.0,61.75,8399.43,68.92,8.55,5.71,0.35,1.69,267.54,55.29,29.39,21.14,0.5952,CUKUP INKLUSIF
Sinjai,2024,3720.3,177.67,222.6,9.99,7.97,1008.58,1322.77,148.15,41.4,527.64,203.65,202.34,7.03,402.05,590.69,191.73,67.14,8796.56,69.52,7.82,5.17,0.29,1.52,270.43,59.07,33.93,19.4,0.6375,CUKUP INKLUSIF
Sinjai,2025,3907.61,178.9,234.23,10.29,8.3,1067.77,1404.93,160.99,45.33,576.63,194.94,212.14,7.74,403.88,610.48,205.91,72.86,9207.86,72.76,7.41,6.05,0.33,2.1,273.3,64.46,28.1,18.44,0.6571,CUKUP INKLUSIF
Soppeng,2010,1187.6,107.96,317.56,4.32,2.5,465.53,484.58,98.45,55.29,108.45,90.64,168.95,5.92,299.13,225.72,67.63,26.61,3716.82,63.51,10.41,6.32,0.66,8.32,223.83,16.55,23.35,23.3,0.3183,TIDAK INKLUSIF
Soppeng,2011,1265.77,117.19,345.41,4.79,2.8,494.55,518.4,107.88,62.04,122.63,104.57,185.71,7.55,311.21,231.68,72.89,28.35,3983.42,63.8,9.36,7.17,0.62,5.16,224.8,19.05,24.11,21.2,0.3637,CUKUP INKLUSIF
Soppeng,2012,1291.91,129.06,379.56,5.44,2.81,540.02,589.75,116.98,65.29,139.88,123.33,203.53,8.68,315.33,240.75,76.9,30.35,4259.55,64.05,9.12,6.93,0.57,6.15,225.18,21.15,24.88,20.6,0.3993,CUKUP INKLUSIF
Soppeng,2013,1329.29,138.27,444.35,5.87,3.03,597.98,627.62,126.45,69.93,163.68,131.46,224.42,10.19,322.64,260.26,80.32,31.77,4567.54,64.43,9.43,7.23,0.53,6.56,225.51,23.95,25.64,21.3,0.4373,CUKUP INKLUSIF
Soppeng,2014,1429.53,151.3,496.64,6.2,3.06,610.3,670.91,138.29,76.1,164.74,143.88,252.75,10.69,333.13,274.03,87.1,33.54,4882.19,64.74,8.76,6.89,0.49,2.4,225.71,27.35,26.41,19.8,0.4648,CUKUP INKLUSIF
Soppeng,2015,1450.64,158.53,529.14,6.69,3.08,644.8,718.74,150.81,80.32,181.93,152.0,272.69,11.32,350.01,289.84,95.08,36.1,5131.72,65.33,8.36,5.11,0.44,2.96,226.06,30.27,27.17,18.88,0.4808,CUKUP INKLUSIF
Soppeng,2016,1613.11,175.71,564.5,7.24,3.16,672.42,789.09,160.05,86.68,201.08,169.58,280.59,12.29,351.95,317.76,103.5,38.99,5547.69,65.95,8.45,8.11,0.4,2.96,226.87,34.89,27.94,19.12,0.5625,CUKUP INKLUSIF
Soppeng,2017,1757.02,189.23,621.78,7.62,3.39,728.66,860.58,172.64,95.68,225.2,174.71,290.11,13.25,369.22,342.2,113.58,42.58,6007.46,66.67,8.29,8.29,0.36,2.71,227.54,39.19,28.7,18.76,0.6024,CUKUP INKLUSIF
Soppeng,2018,1896.93,207.35,657.2,8.07,3.71,793.82,943.56,190.02,107.25,245.82,185.2,306.76,14.57,385.07,376.71,124.17,48.18,6494.39,67.6,7.5,8.11,0.36,2.66,228.15,44.12,28.25,17.0,0.6099,CUKUP INKLUSIF
Soppeng,2019,1946.89,228.34,710.99,8.63,3.92,876.61,1047.94,209.47,120.54,273.09,196.58,324.7,16.05,423.6,415.97,136.05,54.18,6993.53,68.26,7.25,7.69,0.39,3.24,228.69,47.83,33.47,16.45,0.5888,CUKUP INKLUSIF
Soppeng,2020,1995.49,237.15,691.96,9.14,4.13,916.15,1005.66,196.82,117.07,305.15,213.34,337.56,15.18,438.88,461.39,150.43,51.17,7146.65,68.67,7.59,2.19,0.4,4.42,235.17,48.42,27.1,17.23,0.5024,CUKUP INKLUSIF
Soppeng,2021,2017.7,246.97,753.02,9.76,4.38,1007.67,1092.25,216.8,131.96,341.95,222.31,351.63,16.75,440.35,511.91,166.01,54.57,7585.98,68.99,7.53,6.15,0.41,3.92,235.96,52.67,31.13,17.27,0.5587,CUKUP INKLUSIF
Soppeng,2022,2098.08,258.01,817.72,10.25,4.73,1109.34,1152.25,239.17,144.91,358.15,227.06,364.92,18.48,448.15,567.4,177.27,58.5,8054.42,69.7,7.49,6.18,0.39,3.4,237.12,57.95,33.91,17.21,0.5816,CUKUP INKLUSIF
Soppeng,2023,2034.78,256.8,909.24,10.9,4.74,1179.79,1263.13,271.34,158.32,370.33,226.01,369.41,18.93,435.78,577.45,177.23,58.36,8322.53,70.58,7.48,3.33,0.39,4.34,238.24,62.58,35.85,17.21,0.548,CUKUP INKLUSIF
Soppeng,2024,2125.25,268.96,955.72,11.23,4.62,1167.99,1343.13,284.48,158.46,392.75,236.75,388.9,19.93,439.21,619.5,182.29,61.5,8660.66,71.39,6.9,4.06,0.38,3.33,239.36,67.26,35.82,15.9,0.5753,CUKUP INKLUSIF
Soppeng,2025,2263.44,266.44,1017.78,11.68,4.5,1127.31,1410.2,306.2,171.86,419.16,255.16,412.73,19.93,449.49,677.06,197.33,63.32,9073.58,73.69,6.65,4.77,0.33,4.01,240.4,72.36,31.6,15.34,0.6479,CUKUP INKLUSIF
Takalar,2010,1482.09,50.78,222.14,5.18,2.16,249.46,426.32,104.57,12.52,142.5,50.42,199.51,0.29,258.75,58.21,47.74,9.03,3321.67,60.23,11.16,8.66,0.34,7.57,269.6,12.28,34.49,30.1,0.552,CUKUP INKLUSIF
Takalar,2011,1617.33,53.55,234.01,5.85,2.42,265.58,459.28,113.44,13.08,151.15,48.95,213.0,0.3,273.26,62.75,50.29,9.66,3573.9,60.83,10.04,7.59,0.35,5.54,273.89,13.88,34.87,27.4,0.535,CUKUP INKLUSIF
Takalar,2012,1715.82,57.65,246.57,6.82,2.51,280.66,509.55,122.01,13.82,160.89,51.22,229.08,0.32,284.95,64.15,52.89,10.22,3809.14,61.66,9.6,6.58,0.35,6.21,277.22,15.75,35.25,26.7,0.5288,CUKUP INKLUSIF
Takalar,2013,1889.08,62.92,262.72,7.16,2.55,305.27,557.06,128.72,14.63,172.34,57.0,251.3,0.32,300.24,67.18,54.93,10.85,4144.29,62.58,10.42,8.8,0.36,2.73,280.59,17.83,35.63,29.3,0.5653,CUKUP INKLUSIF
Takalar,2014,2130.33,71.53,279.91,8.21,2.74,322.28,618.79,139.16,15.38,178.38,59.28,275.95,0.33,307.88,68.32,58.52,11.63,4548.62,63.53,9.62,9.76,0.34,2.7,283.76,20.73,36.01,27.4,0.6049,CUKUP INKLUSIF
Takalar,2015,2336.14,77.15,295.39,7.98,2.75,342.97,662.53,148.08,16.1,194.83,63.86,297.37,0.33,340.48,71.76,61.56,12.26,4931.54,64.07,9.48,8.42,0.38,4.04,286.6,23.78,36.38,27.12,0.5612,CUKUP INKLUSIF
Takalar,2016,2589.74,84.19,312.94,8.82,2.82,373.53,725.74,159.25,17.43,214.53,71.92,321.93,0.34,370.48,74.82,63.86,12.99,5405.32,64.96,9.35,9.61,0.4,4.04,289.0,26.73,36.76,27.05,0.5744,CUKUP INKLUSIF
Takalar,2017,2774.42,91.44,328.42,9.38,3.01,408.52,790.54,172.96,19.05,236.23,76.33,349.72,0.37,382.85,79.82,66.79,14.09,5803.94,65.48,9.24,7.37,0.35,4.93,291.11,29.21,37.14,26.99,0.5827,CUKUP INKLUSIF
Takalar,2018,2956.53,97.3,332.54,10.05,3.24,434.25,873.33,189.73,21.41,252.77,80.16,365.04,0.41,402.36,86.78,68.94,15.84,6190.67,66.07,9.0,6.66,0.36,3.88,293.14,31.51,33.26,26.57,0.571,CUKUP INKLUSIF
Takalar,2019,3121.4,103.54,366.37,11.49,3.36,458.05,949.19,206.02,23.23,274.31,84.45,386.11,0.45,446.85,92.03,72.55,16.86,6616.25,66.94,8.7,6.87,0.48,3.78,295.08,34.42,45.07,25.93,0.496,CUKUP INKLUSIF
Takalar,2020,3072.89,106.41,358.77,11.77,3.65,453.33,935.77,197.97,21.58,302.93,90.1,383.44,0.43,445.52,96.13,79.84,15.22,6575.76,67.31,8.44,-0.61,0.36,4.16,300.85,34.03,36.38,25.38,0.4742,CUKUP INKLUSIF
Takalar,2021,3297.61,109.76,366.41,12.0,3.86,465.14,975.04,204.25,22.36,313.53,96.58,387.56,0.43,450.18,100.69,87.17,15.47,6908.05,67.72,8.25,5.05,0.37,3.93,304.17,36.58,40.99,24.6,0.5574,CUKUP INKLUSIF
Takalar,2022,3413.74,112.54,398.09,12.22,4.19,488.56,1029.75,219.22,24.06,330.52,97.03,410.21,0.47,472.03,102.75,96.51,16.5,7228.4,68.31,8.25,4.64,0.38,2.63,308.53,39.73,33.87,24.75,0.5503,CUKUP INKLUSIF
Takalar,2023,3543.31,120.58,409.99,12.76,4.35,513.27,1075.53,230.35,25.87,351.94,95.02,434.56,0.51,458.92,108.02,103.87,18.22,7507.06,68.9,8.29,3.86,0.37,3.58,312.81,41.14,39.79,25.01,0.5522,CUKUP INKLUSIF
Takalar,2024,3675.77,122.42,426.87,13.3,4.54,528.14,1132.75,245.35,27.7,374.63,96.35,459.95,0.52,478.44,115.7,109.66,20.83,7832.92,69.47,7.75,4.34,0.39,3.84,317.02,42.36,41.42,23.51,0.5511,CUKUP INKLUSIF
Takalar,2025,3883.55,130.73,435.68,13.69,4.68,534.2,1187.89,255.66,29.05,391.19,99.6,499.67,0.55,477.57,118.28,116.19,23.39,8201.59,72.79,7.27,4.71,0.34,3.76,321.1,44.81,39.96,22.17,0.6298,CUKUP INKLUSIF
Tana Toraja,2010,678.03,29.72,164.67,3.63,3.21,271.38,378.21,48.74,31.56,102.98,46.78,110.67,2.25,269.76,135.88,59.74,49.92,2387.1,62.83,14.61,7.67,0.51,3.88,221.08,10.76,12.56,32.5,0.4411,CUKUP INKLUSIF
Tana Toraja,2011,734.58,31.08,176.02,4.01,3.57,296.89,406.74,52.72,33.62,113.21,55.77,117.74,2.35,283.83,143.88,64.32,52.6,2572.92,63.22,13.22,7.78,0.48,5.56,223.28,12.54,11.58,29.6,0.469,CUKUP INKLUSIF
Tana Toraja,2012,770.58,32.96,187.83,4.88,3.82,325.91,466.71,57.83,37.4,135.94,66.42,125.97,2.57,295.09,153.98,69.93,55.91,2793.72,63.96,12.73,8.58,0.45,4.63,224.81,14.38,11.6,28.7,0.5112,CUKUP INKLUSIF
Tana Toraja,2013,788.51,36.38,203.96,4.99,4.05,360.97,514.6,65.68,41.22,154.69,76.52,133.86,2.75,308.72,164.99,75.03,57.55,2994.47,64.55,13.81,7.19,0.42,3.26,226.21,16.28,10.63,31.3,0.5185,CUKUP INKLUSIF
Tana Toraja,2014,840.95,41.32,216.16,6.02,4.16,373.8,569.04,71.97,44.79,163.45,82.5,144.99,2.89,316.26,173.97,83.94,61.9,3198.12,65.08,12.77,6.8,0.4,3.3,227.59,18.79,11.65,29.1,0.533,CUKUP INKLUSIF
Tana Toraja,2015,880.96,45.21,233.83,5.36,4.19,391.18,618.07,79.61,47.95,179.08,90.77,157.79,3.07,335.31,186.11,91.01,67.79,3417.3,65.75,12.46,6.85,0.37,3.99,228.78,21.43,12.67,28.59,0.5631,CUKUP INKLUSIF
Tana Toraja,2016,941.59,47.92,259.58,6.65,4.36,427.39,682.14,84.21,51.69,195.54,103.79,171.94,3.25,316.04,198.21,99.05,73.15,3666.48,66.25,12.36,7.29,0.31,3.99,230.89,23.72,13.7,28.42,0.6192,CUKUP INKLUSIF
Tana Toraja,2017,998.56,51.93,285.57,7.02,4.72,463.2,742.37,90.81,57.16,213.68,107.37,180.99,3.48,332.1,213.92,107.05,80.59,3940.52,66.82,12.62,7.47,0.32,5.6,232.74,26.15,14.72,29.18,0.6208,CUKUP INKLUSIF
Tana Toraja,2018,1052.66,55.46,296.28,7.62,5.1,491.65,815.53,100.05,63.24,231.52,115.53,188.97,3.74,383.57,233.65,116.74,89.95,4251.26,67.66,12.75,7.89,0.37,3.07,234.53,29.31,19.71,29.65,0.5999,CUKUP INKLUSIF
Tana Toraja,2019,1049.56,59.84,343.52,8.18,5.38,539.02,889.16,111.03,68.4,256.81,121.62,203.89,3.96,415.42,254.6,128.0,99.8,4558.14,68.25,12.35,7.22,0.36,2.55,236.25,31.66,22.86,28.87,0.6035,CUKUP INKLUSIF
Tana Toraja,2020,1039.75,58.78,327.73,8.58,5.75,521.49,870.28,100.01,62.35,286.88,123.45,221.89,3.78,412.83,268.87,141.09,91.77,4545.29,68.75,12.1,-0.28,0.35,2.6,280.79,27.1,12.59,28.41,0.5023,CUKUP INKLUSIF
Tana Toraja,2021,1105.43,59.54,352.25,9.22,5.98,535.69,944.99,111.64,66.96,306.71,127.71,230.38,3.98,388.77,279.79,152.76,99.19,4780.98,69.49,12.27,5.19,0.38,3.09,283.44,28.53,11.51,29.33,0.5716,CUKUP INKLUSIF
Tana Toraja,2022,1110.52,62.17,385.3,10.9,6.4,552.62,1031.81,130.37,78.41,318.8,133.4,247.13,4.14,385.08,295.46,167.14,106.14,5025.78,69.88,12.18,5.12,0.36,2.32,286.45,30.57,17.08,29.31,0.5894,CUKUP INKLUSIF
Tana Toraja,2023,1113.02,66.25,389.55,11.28,6.68,580.38,1098.91,140.2,81.34,342.44,142.04,263.05,4.44,371.49,299.5,181.91,117.08,5209.56,70.73,12.48,3.66,0.35,3.37,289.45,32.38,20.16,30.23,0.5839,CUKUP INKLUSIF
Tana Toraja,2024,1106.69,69.46,415.54,11.94,6.78,594.56,1200.37,147.51,88.49,369.52,150.95,278.17,4.36,402.18,313.74,189.51,130.66,5480.43,71.67,10.79,5.2,0.32,3.98,292.42,34.74,22.41,26.3,0.6396,CUKUP INKLUSIF
Tana Toraja,2025,1211.82,66.84,446.08,12.07,7.31,592.44,1262.6,162.22,91.73,395.8,159.81,302.08,4.76,399.74,311.6,183.67,144.19,5754.77,72.77,10.54,5.01,0.32,3.44,295.4,36.98,28.27,25.82,0.6487,CUKUP INKLUSIF
Toraja Utara,2010,638.1,15.77,156.07,3.26,3.39,360.69,478.98,69.17,40.66,90.16,64.04,116.45,2.09,165.61,201.23,62.4,37.63,2505.71,63.51,19.08,7.34,0.465,8.79,216.76,11.52,16.6,41.1,0.4765,CUKUP INKLUSIF
Toraja Utara,2011,658.1,17.51,170.38,3.49,3.98,392.82,533.04,77.18,44.3,105.34,78.16,128.17,2.15,174.6,217.84,67.09,40.99,2715.13,64.48,17.06,8.36,0.461,6.05,219.08,13.53,17.17,37.4,0.5055,CUKUP INKLUSIF
Toraja Utara,2012,678.75,20.1,186.75,4.2,4.59,429.69,612.28,96.17,49.98,127.65,93.44,139.22,2.23,177.15,233.26,72.33,43.93,2971.71,64.89,16.28,9.45,0.46,5.08,220.78,16.06,17.73,36.0,0.5273,CUKUP INKLUSIF
Toraja Utara,2013,688.06,22.81,204.02,4.71,5.65,478.6,677.08,125.7,65.53,163.26,104.81,161.68,2.37,184.38,248.87,75.8,47.8,3261.13,65.65,16.53,9.74,0.451,2.82,222.39,19.02,18.3,36.8,0.5467,CUKUP INKLUSIF
Toraja Utara,2014,710.91,25.83,224.97,5.8,6.02,507.95,749.17,141.15,75.25,174.14,116.16,181.56,2.55,190.43,265.36,82.04,51.07,3510.36,66.15,15.1,7.64,0.45,3.7,224.0,22.46,18.87,33.9,0.521,CUKUP INKLUSIF
Toraja Utara,2015,717.09,29.87,241.85,5.59,6.04,573.11,825.52,162.21,84.0,190.5,128.88,190.1,2.69,210.23,271.7,88.43,54.99,3782.8,66.76,15.19,7.76,0.38,3.11,225.36,26.1,19.44,34.37,0.5807,CUKUP INKLUSIF
Toraja Utara,2016,746.29,35.91,268.99,6.23,6.18,608.83,929.35,177.5,94.25,212.22,149.46,200.07,2.88,204.05,290.62,96.06,56.83,4085.69,67.49,14.57,8.01,0.37,3.11,227.67,29.91,20.01,33.02,0.5998,CUKUP INKLUSIF
Toraja Utara,2017,767.94,43.31,301.81,6.59,6.48,645.98,1048.1,197.88,112.17,237.26,157.48,207.86,3.03,215.22,305.07,103.82,61.67,4421.68,67.9,14.41,8.22,0.41,4.24,229.71,33.8,20.58,32.85,0.5782,CUKUP INKLUSIF
Toraja Utara,2018,781.89,50.81,335.93,7.0,6.87,687.58,1136.7,216.17,128.28,265.53,168.47,217.77,3.36,257.26,325.56,119.31,70.04,4778.53,68.49,13.37,8.07,0.41,2.88,231.69,37.84,20.59,30.68,0.5824,CUKUP INKLUSIF
Toraja Utara,2019,794.32,61.05,368.6,7.85,7.2,740.16,1237.75,242.61,144.57,293.39,181.51,230.97,3.6,287.9,338.39,125.83,74.3,5140.01,69.23,12.41,7.56,0.38,2.86,233.6,41.08,24.19,28.64,0.6047,CUKUP INKLUSIF
Toraja Utara,2020,785.75,60.71,355.83,8.21,8.14,738.86,1235.11,217.64,138.67,328.58,191.42,237.24,3.35,286.8,350.0,133.16,69.1,5148.55,69.33,12.01,0.17,0.384,3.17,261.09,37.37,21.52,27.88,0.4906,CUKUP INKLUSIF
Toraja Utara,2021,831.01,62.55,375.75,8.58,8.35,738.64,1294.66,231.12,145.7,347.84,204.86,243.55,3.45,299.16,355.0,134.57,72.36,5357.13,69.75,11.99,4.05,0.372,2.61,264.44,39.12,23.35,28.39,0.563,CUKUP INKLUSIF
Toraja Utara,2022,878.67,61.35,416.84,8.85,9.56,746.14,1366.66,257.39,167.03,368.05,213.05,246.42,3.98,310.27,361.5,143.12,80.49,5639.38,70.36,11.65,5.27,0.356,1.99,268.88,42.07,21.46,27.79,0.5999,CUKUP INKLUSIF
Toraja Utara,2023,894.67,63.41,428.18,9.4,10.01,771.74,1439.94,283.67,181.38,381.21,211.23,251.57,4.44,319.71,370.06,151.83,88.85,5861.32,71.23,12.12,3.94,0.348,2.6,273.34,45.03,19.85,29.14,0.5951,CUKUP INKLUSIF
Toraja Utara,2024,911.31,65.76,443.22,9.59,10.62,770.85,1518.29,299.16,188.54,405.3,223.16,266.1,4.42,360.8,391.91,159.09,96.23,6124.34,71.85,10.73,4.49,0.316,2.44,277.79,47.73,29.88,25.97,0.6337,CUKUP INKLUSIF
Toraja Utara,2025,976.35,67.48,475.92,9.88,10.72,799.38,1592.1,316.54,197.12,423.79,247.91,285.97,4.59,371.23,404.88,167.14,101.38,6452.38,73.24,10.05,5.36,0.285,2.01,282.2,50.63,24.35,24.48,0.6848,INKLUSIF
Wajo,2010,2245.92,1893.0,278.48,7.12,3.29,551.07,1129.8,233.86,22.75,115.01,155.46,195.16,6.91,332.87,237.31,82.67,29.46,7520.13,63.07,8.96,5.85,0.33,4.79,385.11,19.47,21.44,34.5,0.5478,CUKUP INKLUSIF
Wajo,2011,2783.49,2125.64,318.73,7.99,3.85,706.74,1337.96,264.3,26.38,131.45,186.48,228.61,8.3,383.77,290.95,106.59,33.78,8945.02,64.0,8.06,10.11,0.329,7.45,387.81,23.07,22.15,31.4,0.6235,CUKUP INKLUSIF
Wajo,2012,3281.34,2243.66,351.57,8.4,3.9,860.14,1504.88,291.91,31.09,153.91,238.27,275.44,9.92,422.85,328.07,123.56,37.77,10166.67,64.88,7.83,6.5,0.326,3.13,389.28,26.12,22.86,30.5,0.5804,CUKUP INKLUSIF
Wajo,2013,3723.44,2544.74,400.37,8.95,4.0,1060.65,1634.51,344.12,36.2,176.58,280.53,350.71,12.41,468.29,391.57,147.78,44.28,11629.14,65.79,8.17,6.92,0.321,3.72,390.6,29.77,23.56,31.9,0.6005,CUKUP INKLUSIF
Wajo,2014,4442.16,3100.09,468.86,9.6,4.25,1220.54,1821.24,412.1,41.75,185.21,313.1,424.44,14.31,522.49,443.01,179.71,52.52,13655.38,66.49,7.74,9.67,0.319,4.9,391.98,34.84,24.27,30.3,0.6514,CUKUP INKLUSIF
Wajo,2015,3358.02,2525.2,389.2,11.69,3.89,949.92,1651.37,358.06,35.97,193.51,256.91,352.15,12.06,432.77,362.04,135.6,43.3,11071.65,66.9,7.66,7.06,0.379,5.39,393.13,38.45,24.97,30.08,0.5723,CUKUP INKLUSIF
Wajo,2016,3646.14,2410.22,419.52,12.39,4.02,1010.18,1796.89,376.06,38.73,211.62,303.16,375.28,13.0,427.36,389.63,146.17,47.04,23853.17,67.52,7.47,4.96,0.341,5.39,395.78,41.94,25.68,29.46,0.575,CUKUP INKLUSIF
Wajo,2017,3865.47,2408.56,445.93,13.06,4.3,1071.74,1939.31,403.19,41.95,234.62,303.16,398.25,14.02,447.35,423.56,158.81,52.48,24583.12,68.18,7.38,5.21,0.353,3.06,398.08,45.08,26.38,29.19,0.5773,CUKUP INKLUSIF
Wajo,2018,3931.12,2039.38,470.77,13.97,4.65,1135.4,2097.93,441.89,46.42,262.17,308.28,419.44,15.54,473.8,463.86,173.46,59.28,12357.35,68.57,7.5,1.08,0.369,3.79,400.26,47.15,30.89,29.73,0.5071,CUKUP INKLUSIF
Wajo,2019,3861.95,2208.68,492.6,15.07,4.9,1177.05,2216.2,482.35,49.39,290.97,310.13,444.17,17.16,543.35,492.36,188.22,63.89,12858.45,69.05,6.91,4.06,0.347,3.0,402.32,49.31,27.95,27.48,0.5737,CUKUP INKLUSIF
Wajo,2020,3883.96,2045.84,487.37,15.93,5.41,1169.63,2193.01,443.2,47.87,329.09,328.67,438.13,16.18,539.37,505.6,197.31,61.77,12708.31,69.15,6.95,-1.17,0.355,4.33,379.08,52.16,26.81,27.69,0.4895,CUKUP INKLUSIF
Wajo,2021,4116.95,2279.98,511.57,16.67,5.9,1205.42,2318.85,475.35,53.81,361.67,373.87,478.0,17.8,545.94,529.36,212.15,66.0,13569.28,69.62,6.46,6.77,0.361,4.32,381.2,58.55,27.21,26.22,0.6109,CUKUP INKLUSIF
Wajo,2022,4462.63,1998.06,548.61,17.47,6.13,1177.7,2455.66,513.75,59.97,379.75,375.16,496.16,16.57,534.7,558.21,219.28,71.98,13891.79,70.26,6.57,2.38,0.375,2.54,383.93,63.43,27.85,26.75,0.541,CUKUP INKLUSIF
Wajo,2023,4260.85,2047.5,581.58,18.41,6.45,1202.96,2637.76,529.72,64.24,397.87,359.14,539.55,17.6,542.12,577.39,228.27,79.37,14090.79,71.1,6.73,1.43,0.362,2.1,386.54,63.61,28.37,27.54,0.5453,CUKUP INKLUSIF
Wajo,2024,4367.44,2160.91,610.37,19.17,6.83,1219.5,2783.63,547.89,71.49,419.91,359.83,570.26,18.06,571.4,651.08,256.2,93.17,14727.12,71.52,6.47,4.52,0.369,2.31,389.05,66.71,30.78,26.57,0.5917,CUKUP INKLUSIF
Wajo,2025,4680.6,2438.91,664.16,19.96,6.99,1299.8,2905.28,548.98,80.35,443.57,383.64,604.35,18.85,569.88,725.11,282.57,108.91,15781.92,74.72,5.86,7.16,0.356,3.47,391.5,73.46,36.57,24.15,0.6765,INKLUSIF
